       72000.0     -469792.1250000          -0.0001525
       72222.0     -458775.4375000          -0.0001544
       72444.0     -458775.4375000          -0.0001527
       72666.0     -458775.4375000          -0.0001510
       72888.0     -475718.4062500          -0.0001439
       73110.0     -475718.4062500          -0.0001423
       73332.0     -475718.4062500          -0.0001407
       73554.0     -478171.0312500          -0.0001386
       73776.0     -476276.3437500          -0.0001377
       73998.0     -476276.3437500          -0.0001362
       74220.0     -416344.5937500          -0.0001540
       74442.0     -396633.0000000          -0.0001598
       74664.0     -396633.0000000          -0.0001578
       74886.0     -396633.0000000          -0.0001559
       75108.0     -425393.1562500          -0.0001434
       75330.0     -378416.4687500          -0.0001589
       75552.0     -349514.4687500          -0.0001692
       75774.0     -349514.4687500          -0.0001664
       75996.0     -413140.9375000          -0.0001383
       76218.0     -413140.9375000          -0.0001358
       76440.0     -158779.5468750          -0.0003468
       76662.0      -13419.9218750          -0.0040262
       76884.0       57255.0976562           0.0009269
       77106.0      378907.4375000           0.0001375
       77328.0      728118.1875000           0.0000704
       77550.0     1280688.3750000           0.0000394
       77772.0     1842497.1250000           0.0000269
       77994.0     2560452.7500000           0.0000191
       78216.0     3271728.5000000           0.0000147
       78438.0     3882842.0000000           0.0000123
       78660.0     4676428.5000000           0.0000101
       78882.0     5909120.5000000           0.0000079
       79104.0     7273113.0000000           0.0000063
       79326.0     9023021.0000000           0.0000050
       79548.0    10637791.0000000           0.0000042
       79770.0    12050899.0000000           0.0000037
       79992.0    12976741.0000000           0.0000034
       80214.0    13341829.0000000           0.0000032
       80436.0    13442451.0000000           0.0000032
       80658.0    14033478.0000000           0.0000030
       80880.0    15369218.0000000           0.0000027
       81102.0    16037517.0000000           0.0000026
       81324.0    16427827.0000000           0.0000025
       81546.0    16636655.0000000           0.0000025
       81768.0    17483008.0000000           0.0000023
       81990.0    19246248.0000000           0.0000021
       82212.0    19246248.0000000           0.0000021
       82434.0    18802362.0000000           0.0000021
       82656.0    18764318.0000000           0.0000021
       82878.0    18253228.0000000           0.0000021
       83100.0    17646436.0000000           0.0000022
       83322.0    17519882.0000000           0.0000022
       83544.0    16608408.0000000           0.0000023
       83766.0    16539152.0000000           0.0000023
       83988.0    15940893.0000000           0.0000023
       84210.0    15294768.0000000           0.0000024
       84432.0    14426339.0000000           0.0000025
       84654.0    14307595.0000000           0.0000025
       84876.0    13045339.0000000           0.0000027
       85098.0    13010239.0000000           0.0000027
       85320.0    12857264.0000000           0.0000027
       85542.0    12488098.0000000           0.0000028
       85764.0    12724997.0000000           0.0000027
       85986.0    12406961.0000000           0.0000027
       86208.0    12724997.0000000           0.0000026
       86430.0    12875619.0000000           0.0000026
       86652.0    12932204.0000000           0.0000025
       86874.0    13510184.0000000           0.0000024
       87096.0    14633764.0000000           0.0000022
       87318.0    14633764.0000000           0.0000022
       87540.0    14633764.0000000           0.0000022
       87762.0    15065501.0000000           0.0000021
       87984.0    15338539.0000000           0.0000020
       88206.0    16218763.0000000           0.0000019
       88428.0    16403566.0000000           0.0000019
       88650.0    16218763.0000000           0.0000019
       88872.0    16804296.0000000           0.0000018
       89094.0    16100087.0000000           0.0000018
       89316.0    16315015.0000000           0.0000018
       89538.0    15528483.0000000           0.0000019
       89760.0    15837749.0000000           0.0000018
       89982.0    15481273.0000000           0.0000019
       90204.0    15262951.0000000           0.0000019
       90426.0    15142208.0000000           0.0000019
       90648.0    14994065.0000000           0.0000019
       90870.0    14545282.0000000           0.0000019
       91092.0    14437450.0000000           0.0000019
       91314.0    14340071.0000000           0.0000019
       91536.0    13821597.0000000           0.0000020
       91758.0    13509725.0000000           0.0000020
       91980.0    13509725.0000000           0.0000020
       92202.0    13301544.0000000           0.0000020
       92424.0    13105196.0000000           0.0000020
       92646.0    12682297.0000000           0.0000020
       92868.0    13105196.0000000           0.0000020
       93090.0    12701681.0000000           0.0000020
       93312.0    12701681.0000000           0.0000020
       93534.0    12647169.0000000           0.0000020
       93756.0    11711524.0000000           0.0000021
       93978.0    10532861.0000000           0.0000024
       94200.0     9481273.0000000           0.0000026
       94422.0     8062986.5000000           0.0000030
       94644.0     7689714.0000000           0.0000031
       94866.0     7484869.5000000           0.0000032
       95088.0     7484869.5000000           0.0000032
       95310.0     8140413.5000000           0.0000029
       95532.0     8674039.0000000           0.0000027
       95754.0     8674039.0000000           0.0000027
       95976.0     8512133.0000000           0.0000027
       96198.0     7672877.0000000           0.0000030
       96420.0     7184737.5000000           0.0000031
       96642.0     7184737.5000000           0.0000031
       96864.0     7205126.0000000           0.0000031
       97086.0     7627637.5000000           0.0000029
       97308.0     8168987.5000000           0.0000027
       97530.0     7798514.0000000           0.0000028
       97752.0     8218095.0000000           0.0000026
       97974.0     8330251.0000000           0.0000026
       98196.0     8497201.0000000           0.0000025
       98418.0     8740264.0000000           0.0000024
       98640.0     9338549.0000000           0.0000022
       98862.0     9561425.0000000           0.0000022
       99084.0     9673592.0000000           0.0000021
       99306.0     9709533.0000000           0.0000021
       99528.0     9876452.0000000           0.0000020
       99750.0    10344202.0000000           0.0000019
       99972.0    10380932.0000000           0.0000019
      100194.0    10344202.0000000           0.0000019
      100416.0    10753285.0000000           0.0000018
      100638.0    10659296.0000000           0.0000018
      100860.0    11047297.0000000           0.0000017
      101082.0    10822244.0000000           0.0000018
      101304.0    11278419.0000000           0.0000017
      101526.0    11088744.0000000           0.0000017
      101748.0    11548394.0000000           0.0000016
      101970.0    11247377.0000000           0.0000016
      102192.0    11324215.0000000           0.0000016
      102414.0    11247377.0000000           0.0000016
      102636.0    11324215.0000000           0.0000016
      102858.0    11104047.0000000           0.0000016
      103080.0    11263753.0000000           0.0000016
      103302.0    11104047.0000000           0.0000016
      103524.0    10756612.0000000           0.0000016
      103746.0    10740406.0000000           0.0000016
      103968.0    10581453.0000000           0.0000016
      104190.0    10280723.0000000           0.0000017
      104412.0    10209030.0000000           0.0000017
      104634.0    10196788.0000000           0.0000016
      104856.0     9735921.0000000           0.0000017
      105078.0     9459417.0000000           0.0000017
      105300.0     9369471.0000000           0.0000017
      105522.0     9245390.0000000           0.0000018
      105744.0     9369471.0000000           0.0000017
      105966.0     9087417.0000000           0.0000018
      106188.0     9398124.0000000           0.0000017
      106410.0     9087417.0000000           0.0000017
      106632.0     9225849.0000000           0.0000017
      106854.0     9225849.0000000           0.0000017
      107076.0     9317129.0000000           0.0000016
      107298.0     9317129.0000000           0.0000016
      107520.0     9241297.0000000           0.0000016
      107742.0     9211623.0000000           0.0000016
      107964.0     8961883.0000000           0.0000017
      108186.0     8742460.0000000           0.0000017
      108408.0     8671766.0000000           0.0000017
      108630.0     8594913.0000000           0.0000017
      108852.0     8594913.0000000           0.0000017
      109074.0     8415939.0000000           0.0000017
      109296.0     8148772.5000000           0.0000017
      109518.0     8095752.5000000           0.0000017
      109740.0     7939663.0000000           0.0000018
      109962.0     7844062.0000000           0.0000018
      110184.0     7699823.0000000           0.0000018
      110406.0     7649384.5000000           0.0000018
      110628.0     7616490.0000000           0.0000018
      110850.0     7554280.0000000           0.0000018
      111072.0     7197598.5000000           0.0000019
      111294.0     7075757.0000000           0.0000019
      111516.0     7197598.5000000           0.0000018
      111738.0     7394647.0000000           0.0000018
      111960.0     7394647.0000000           0.0000018
      112182.0     7360785.5000000           0.0000017
      112404.0     7044263.5000000           0.0000018
      112626.0     6856154.0000000           0.0000018
      112848.0     6853379.5000000           0.0000018
      113070.0     6856154.0000000           0.0000018
      113292.0     6853379.5000000           0.0000018
      113514.0     6772611.0000000           0.0000018
      113736.0     6759731.0000000           0.0000018
      113958.0     6759731.0000000           0.0000018
      114180.0     6730513.5000000           0.0000018
      114402.0     6695341.0000000           0.0000018
      114624.0     6623681.0000000           0.0000018
      114846.0     6686064.5000000           0.0000017
      115068.0     6510931.0000000           0.0000018
      115290.0     6433028.5000000           0.0000018
      115512.0     6361314.0000000           0.0000018
      115734.0     6361314.0000000           0.0000018
      115956.0     6449253.0000000           0.0000017
      116178.0     6645711.0000000           0.0000017
      116400.0     6862987.5000000           0.0000016
      116622.0     6948452.5000000           0.0000016
      116844.0     7267312.0000000           0.0000015
      117066.0     7267312.0000000           0.0000015
      117288.0     6948782.5000000           0.0000015
