2798.00 -100.0  20 MgII
3727.30 -100.0  20 OII
4861.33 -300.0  10 Hb
4958.91 -100.0  16 OIII
5006.84 -100.0  30 OIII
6300.23 -100.0  10 OI   NOTE - this is telluric if Z=0.0 !
6548.06 -100.0  10 N1
6562.82 -300.0 100 Ha
6583.57 -100.0  50 N2
6717.00 -100.0  10 S1
6731.30 -100.0  10 S2
