2798.00  0.0  5 MgII
3727.30  0.0  5 OII
4046.56  0.0  10.0 Hg
4358.34  0.0  20.0 Hg
4861.33  0.0  5 Hb
4958.91  0.0  5 OIII
5006.84  0.0  10 OIII
5460.74  0.0  20.0 Hg
5577.338 0.0 100.0 OI
5889.953 0.0  50.0 NaI
6300.304 0.0  50.0 OI
6363.776 .0   20.0 OI
6548.06  0.0  3 N1
6562.82  0.0  10 Ha
6583.57  0.0  5 N2
6716.440 0.0  3 S1
6730.815 0.0  3 S2

