3720.0 3735.0 3727.30 OII
4335.0 4345.0 4340.50 Hg
4853.0 4867.0 4861.33 Hb
4953.0 4965.0 4958.91 OIII
5000.0 5015.0 5006.84 OIII
6550.0 6590.0 6562.82 Ha+N1+N2
6710.0 6735.0 6716.440 S1+s2
