2 20 4978.00 1.0 4983.00 1.0    0.00 0.0	# Na-Na
2 20 5683.00 1.0 5688.00 1.0    0.00 0.0	# Na-Na
2 20 6154.00 1.0 6161.00 1.0    0.00 0.0	# Na-Na
