 Full     Lambda       e     Intensity   preLambda   ID    
          0.1nm      0.1nm                 0.1nm           

 4210  5105.188031  0.000357      2862  5105.187696  ThII  
 4211  5105.299932  0.000806      2022  5105.303757  NoID  
 4212  5105.353354  0.001501       862               ?     
 4213  5105.480681  0.000185       437               ?     
 4214  5105.710544  0.000153      1075               ?     
 4215  5105.984342  0.000757      5883               ?     
 4216  5106.029226  0.001028      3743               ?     
 4217  5106.554154  0.000163       860               ?     
 4218  5107.370880  0.000167       740               ?     
 4219  5107.445857  0.000172       922               ?     
 4220  5108.090461  0.000136      7537  5108.092081  ThI   
 4221  5109.061758  0.000139      2276               ?     
 4222  5109.212193  0.000513      2031  5109.213292  NoID  
 4223  5109.271520  0.000687      1384               ?     
 4224  5109.387153  0.000166       841               ?     
 4225  5109.945480  0.001095       533               ?     
 4226  5110.021233  0.000515      1482               ?     
 4227  5110.318481  0.000160       730               ?     
 4228  5110.430308  0.000154      1898               ?     
 4229  5111.156460  0.000133     21812  5111.157113  ThI   
 4230  5111.246365  0.000168       646               ?     
 4231  5111.351680  0.000156       767               ?     
 4232  5111.470184  0.000133      8476  5111.471377  ThI   
 4233  5111.561146  0.000162       832               ?     
 4234  5111.644535  0.000137      4194               ?     
 4235  5111.836194  0.000132     23722               ?     
 4236  5111.977364  0.000132     17400  5111.977013  ThI   
 4237  5112.141411  0.000141      2459               ?     
 4238  5112.284688  0.000133     11076  5112.288033  ThII  
 4239  5112.373911  0.000201      3323               ?     
 4240  5112.485498  0.000132     36787  5112.485441  ThI   
 4241  5112.601985  0.000173      1425               ?     
 4242  5112.702183  0.000131    150412  5112.702497  ThI   
 4243  5112.847923  0.000152      1267               ?     
 4244  5112.994115  0.000134      5338               ?     
 4245  5113.103053  0.000133      4661  5113.105498  ThI   
 4246  5113.236203  0.000142      1887               ?     
 4247  5113.348962  0.000144      2616               ?     
 4248  5113.493054  0.000138      2068               ?     
 4249  5113.627315  0.000146      1535               ?     
 4250  5113.765001  0.000138      1753               ?     
 4251  5113.902181  0.000140      1656               ?     
 4252  5114.039653  0.000140      1579               ?     
 4253  5114.174780  0.000133      3755  5114.172207  NoID  
 4254  5114.322574  0.000139      1585               ?     
 4255  5114.469080  0.000133      3511  5114.471749  ThI   
 4256  5114.628081  0.000668      1754               ?     
 4257  5114.719973  0.000210     12085  5114.719528  ThI   
 4258  5114.805856  0.000190     17935  5114.807140  ThII  
 4259  5114.916873  0.000531      1716               ?     
 4260  5115.051223  0.000142      1517               ?     
 4261  5115.349715  0.000192      1602               ?     
 4262  5115.493399  0.000186      6236  5115.491662  ThI   
 4263  5115.658108  0.000746      1388               ?     
 4264  5115.722561  0.000716      1463               ?     
 4265  5115.812864  0.000150      1409               ?     
 4266  5116.469871  0.000163    864378  5116.470176  ThI   
 4267  5116.948965  0.000182      3203  5116.951666  ThI   
 4268  5117.272103  0.000195       522               ?     
 4269  5117.422990  0.001900      1334               ?     
 4270  5117.481921  0.000504      4570  5117.485125  NoID  
 4271  5117.722028  0.000177     15203  5117.721698  NoID  
 4272  5117.829815  0.000229      1556               ?     
 4273  5118.718366  0.000176     29020  5118.718279  NoID  
 4274  5118.802248  0.000309      5208  5118.799452  NoID  
 4275  5119.906047  0.000712      1990               ?     
 4276  5119.988221  0.000652      1807               ?     
 4277  5120.099505  0.000685      1949               ?     
 4278  5120.184507  0.000648      1936               ?     
 4279  5120.301061  0.000504      2371               ?     
 4280  5120.393643  0.000646      1450               ?     
 4281  5120.498644  0.000137      2523               ?     
 4282  5120.606205  0.000142      1384               ?     
 4283  5120.708969  0.000134      2313               ?     
 4284  5121.087955  0.000172      3413  5121.093138  NoID  
 4285  5121.186118  0.000191       738               ?     
 4286  5121.294532  0.000170      6344  5121.294244  ThI   
 4287  5121.832615  0.002931       487               ?     
 4288  5121.882998  0.001115      1447               ?     
 4289  5122.002854  0.001744       801               ?     
 4290  5122.090548  0.001235      2196               ?     
 4291  5122.140913  0.001692      1509  5122.140619  NoID  
 4292  5122.697933  0.000982      2451               ?     
 4293  5122.751497  0.000259     14303  5122.751683  NoID  
 4294  5122.907122  0.000169      7156  5122.907175  ArII  
 4295  5123.024379  0.000641       748               ?     
 4296  5123.117925  0.000184      1508               ?     
 4297  5123.536049  0.000176      1505               ?     
 4298  5123.652733  0.000182      1434               ?     
 4299  5123.747349  0.000176      1574               ?     
 4300  5123.927156  0.000166     41596  5123.926859  ThI   
 4301  5124.022784  0.000736      1495               ?     
 4302  5124.325529  0.000552      1473  5124.323965  ThII  
 4303  5124.408633  0.000277      5203               ?     
 4304  5124.838679  0.000196      1215               ?     
 4305  5124.912322  0.000816       504               ?     
 4306  5125.059691  0.000177      1648               ?     
 4307  5125.286331  0.000182      1258               ?     
 4308  5125.509561  0.000160      1147               ?     
 4309  5125.674165  0.000305      5199  5125.673860  NoID  
 4310  5125.740084  0.001011       993               ?     
 4311  5125.961999  0.000189      1043               ?     
 4312  5126.430645  0.000934      1767  5126.424603  NoID  
 4313  5126.489333  0.001607      1003               ?     
 4314  5126.726731  0.000727      2056  5126.724346  ThI   
 4315  5126.779924  0.000770      2028  5126.780514  NoID  
 4316  5126.917805  0.000176     34886  5126.917641  ThI   
 4317  5127.378557  0.000173    320386  5127.378542  ThI   
 4318  5128.084431  0.000189      3977  5128.081108  NoID  
 4319  5129.226317  0.000154     10168               ?     
 4320  5129.919359  0.000153    134194  5129.918653  ThI   
 4321  5129.998659  0.000509      4000               ?     
 4322  5130.174158  0.000155      4283  5130.174063  NoID  
 4323  5130.522881  0.000155      4619               ?     
 4324  5130.631777  0.000155      4762  5130.631891  ThI   
 4325  5130.881289  0.000168      1228               ?     
 4326  5130.981949  0.000154      6073  5130.981226  ThI   
 4327  5131.087731  0.000159      2191  5131.085298  ThI   
 4328  5131.276161  0.000158      2721  5131.274499  ThII  
 4329  5131.663902  0.000152     14439  5131.663238  ThI   
 4330  5131.916420  0.000168      1228               ?     
 4331  5132.502830  0.000234     12001  5132.501690  ThII  
 4332  5132.575857  0.001679      2005               ?     
 4333  5133.137086  0.000157      2098  5133.137231  NoID  
 4334  5133.235169  0.000889       408               ?     
 4335  5133.336908  0.001351       635               ?     
 4336  5133.422299  0.000586      8163  5133.422265  ThI   
 4337  5133.472985  0.004205      1692               ?     
 4338  5133.578505  0.000642      1622               ?     
 4339  5133.671073  0.000543      1885  5133.668932  ThII  
 4340  5134.071953  0.000778      1057               ?     
 4341  5134.171690  0.000151      6837  5134.172327  ThI   
 4342  5134.282076  0.000154      2550  5134.281063  NoID  
 4343  5134.412217  0.001060       473               ?     
 4344  5134.536241  0.000155     18890  5134.535299  NoID  
 4345  5134.607957  0.000283      6264  5134.606851  NoID  
 4346  5135.032857  0.000230       682               ?     
 4347  5135.118782  0.001216       666               ?     
 4348  5135.180959  0.000312      4123  5135.180916  ThI   
 4349  5135.337950  0.001275       467               ?     
 4350  5135.763352  0.000272      1234  5135.769274  ThI   
 4351  5136.000894  0.000157      3005  5136.001288  ThI   
 4352  5136.177080  0.000148    289255  5136.176685  ThI   
 4353  5137.018992  0.000376      2325  5137.015347  ThI   
 4354  5137.177783  0.000612       843               ?     
 4355  5137.295685  0.000161      1385               ?     
 4356  5137.421852  0.000738       997               ?     
 4357  5137.492971  0.001580       902               ?     
 4358  5137.551761  0.000228     12732  5137.552048  ThI   
 4359  5137.664652  0.000160      1111               ?     
 4360  5137.810719  0.000352      1686               ?     
 4361  5137.920478  0.000161      1314               ?     
 4362  5138.045000  0.000171      1174               ?     
 4363  5138.132885  0.005373       567               ?     
 4364  5138.175794  0.001634      1092               ?     
 4365  5138.306439  0.000157      1157               ?     
 4366  5138.435619  0.000155      1453               ?     
 4367  5138.573912  0.000158      1278               ?     
 4368  5138.715951  0.000172      1633               ?     
 4369  5138.835035  0.002233      1100               ?     
 4370  5138.905252  0.000146     83068  5138.904644  ThI   
 4371  5138.982481  0.000350      2859               ?     
 4372  5139.139457  0.000148      5029  5139.140455  NoID  
 4373  5139.271207  0.000153      1542               ?     
 4374  5139.707042  0.000158      1336               ?     
 4375  5139.790510  0.001662       340               ?     
 4376  5139.858519  0.000575      1269               ?     
 4377  5140.007537  0.000153      1482               ?     
 4378  5140.324723  0.002036      1616               ?     
 4379  5140.389147  0.000603      3673               ?     
 4380  5140.491438  0.000147      4597  5140.492963  ThI   
 4381  5141.108810  0.000163       743               ?     
 4382  5141.203368  0.001487       395               ?     
 4383  5141.267560  0.000305      3672               ?     
 4384  5141.436086  0.001118       609               ?     
 4385  5141.497171  0.001412       610               ?     
 4386  5141.562739  0.000630      2664               ?     
 4387  5141.618413  0.003139       431               ?     
 4388  5141.770650  0.000190       463               ?     
 4389  5142.149860  0.000242     22958  5142.149424  ThII  
 4390  5142.205828  0.000155     95927  5142.205852  ThI   
 4391  5142.697138  0.000237      7292  5142.697381  ThI   
 4392  5143.811719  0.000295      2380               ?     
 4393  5143.891716  0.000158      2477               ?     
 4394  5143.976191  0.000150      2027               ?     
 4395  5144.071466  0.000578      2602               ?     
 4396  5144.143806  0.000771      1921               ?     
 4397  5144.253838  0.000150      2121               ?     
 4398  5144.346714  0.000149      1789               ?     
 4399  5144.447855  0.000147      2272               ?     

 4400  5144.545135  0.000153      1438               ?     
 4401  5144.700312  0.000141    101523  5144.700251  ThII  
 4402  5144.828200  0.000142     27526               ?     
 4403  5144.975511  0.000175      1699               ?     
 4404  5145.067277  0.000485      1762               ?     
 4405  5145.246296  0.000142     13628  5145.248699  ThI   
 4406  5145.349365  0.000141    296611  5145.349618  ThI   
 4407  5145.440285  0.000386      2108               ?     
 4408  5145.577932  0.001993       862               ?     
 4409  5145.629701  0.001412      1203               ?     
 4410  5145.706034  0.000676       865               ?     
 4411  5145.832664  0.000147      1829               ?     
