4358.34 4350.0 4370.0 15.0 Hg
5460.74 5450.0 5470.0 15.0 Hg
5577.35 5565.0 5585.0 15.0 OI
6300.23 6290.0 6310.0 15.0 OI
6363.88 6355.0 6375.0 15.0 OI
