xy00 SSSSSSSDSSSSSSSDSSSSSSSDSSSSSSSDSSSSSSSDSSSSSSSDSSSSSSSDSSSSSSSD
xy23 SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSDSSSSSSSSS
xy34 SSSSSSSSSSSDSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSDSSSSSS
xy61 SSSSSSSSSSSDSSSSSSSSSSSSSDSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS
