# special        
# units microns
# From the series of papers "Spectral Irradiance Calibration In The Infrared" by Martin Cohen
# (see for example M.Cohen et al., 1999, AJ, 117, 1864)
26.10  8.2343 0.001
26.15  8.2281 0.001
26.20  8.2219 0.001
26.25  8.2157 0.001
26.30  8.2095 0.001
26.35  8.2033 0.001
26.40  8.1971 0.001
26.45  8.1910 0.001
26.50  8.1848 0.001
26.55  8.1787 0.001
26.60  8.1725 0.001
26.65  8.1664 0.001
26.70  8.1603 0.001
26.75  8.1542 0.001
26.80  8.1481 0.001
26.85  8.1421 0.001
26.90  8.1360 0.001
26.95  8.1300 0.001
27.00  8.1239 0.001
27.05  8.1179 0.001
27.10  8.1119 0.001
27.15  8.1059 0.001
27.20  8.0999 0.001
27.25  8.0939 0.001
27.30  8.0879 0.001
27.35  8.0820 0.001
27.40  8.0760 0.001
27.45  8.0701 0.001
27.50  8.0642 0.001
27.55  8.0582 0.001
27.60  8.0523 0.001
27.65  8.0464 0.001
27.70  8.0405 0.001
27.75  8.0347 0.001
27.80  8.0288 0.001
27.85  8.0230 0.001
27.90  8.0171 0.001
27.95  8.0113 0.001
28.00  8.0055 0.001
28.05  7.9996 0.001
28.10  7.9938 0.001
28.15  7.9881 0.001
28.20  7.9823 0.001
28.25  7.9765 0.001
28.30  7.9707 0.001
28.35  7.9650 0.001
28.40  7.9593 0.001
28.45  7.9535 0.001
28.50  7.9478 0.001
28.55  7.9421 0.001
28.60  7.9364 0.001
28.65  7.9307 0.001
28.70  7.9250 0.001
28.75  7.9194 0.001
28.80  7.9137 0.001
28.85  7.9081 0.001
28.90  7.9024 0.001
28.95  7.8968 0.001
29.00  7.8912 0.001
29.05  7.8855 0.001
29.10  7.8799 0.001
29.15  7.8744 0.001
29.20  7.8688 0.001
29.25  7.8632 0.001
29.30  7.8576 0.001
29.35  7.8521 0.001
29.40  7.8465 0.001
29.45  7.8410 0.001
29.50  7.8355 0.001
29.55  7.8300 0.001
29.60  7.8245 0.001
29.65  7.8190 0.001
29.70  7.8135 0.001
29.75  7.8080 0.001
29.80  7.8025 0.001
29.85  7.7971 0.001
29.90  7.7916 0.001
29.95  7.7862 0.001
30.00  7.7807 0.001
