# GMOS-N old ccd chip gaps, unbinned after gmosaic
2046 2086 1 4608
4133 4176 1 4608
# GMOS-S new ccd chip gaps (Hamamatsu), unbinned after gmosaic #hcode
2025 2130 1 4176
4140 4240 1 4176
# GMOS-N Hamamatsu, unbinned after gmosaic
2032 2130 1 4176
4147 4245 1 4176
